strain,phage,interaction
Kpcas083,A1g,0
Kpcas024,A1g,0
HGUC2_04,A1g,0
Kpcas054,A1g,0
HGUC2_09,A1g,0
HLF1_17,A1g,0
HLF1_40,A1g,0
HLF1_54,A1g,0
HLF1_68,A1g,0
102KP-HG,A1g,0
156KP-HG,A1g,0
159KP-HG,A1g,0
191KP-HG,A1g,0
201KP-HG,A1g,0
205KP-HG,A1g,0
218KP-HG,A1g,0
225KP-HG,A1g,0
234KP-HG,A1g,0
242KP-HG,A1g,0
255KP-HG,A1g,0
268KP-HG,A1g,0
48KP-HG,A1g,0
HGV2_297,A1g,0
33KP-HG,A1g,0
HGV2_332,A1g,0
34KP-HG,A1g,0
HGV2_341,A1g,0
HGV2_370,A1g,0
HGV2_371,A1g,1
HGV2_379,A1g,0
HGV2_398,A1g,0
HGV2_400,A1g,0
HGV2_418,A1g,0
HGV2_429,A1g,0
HGV2_430,A1g,0
HGV2_431,A1g,0
52KP-HG,A1g,0
62KP-HG,A1g,0
Moliner_03,A1g,0
Moliner_08,A1g,0
Moliner_02,A1g,0
NTUH,A1g,0
Kpcas111,A1g,0
HGV2C_01,A1g,0
HGV2C_10,A1g,0
HGV2C_11,A1g,0
HGV2C_13,A1g,0
HGV2C_14,A1g,0
HGV2C_16,A1g,0
HGV2C_17,A1g,0
HGV2C_18,A1g,0
HGV2C_02,A1g,0
HGV2C_19,A1g,0
HGV2C_20,A1g,0
HGV2C_23,A1g,0
HGV2C_28,A1g,0
HGV2C_03,A1g,0
HGV2C_33,A1g,0
HGV2C_34,A1g,1
HGV2C_36_contigs,A1g,0
HGV2C_37,A1g,0
HGV2C_39,A1g,0
HGV2C_06,A1g,0
HGV2C_08,A1g,0
CU371,A1g,0
42KP-HG,A1g,0
HGV2C_21,A1g,0
Kpcas091,A1h,0
Kpcas042,A1h,0
Kpcas039,A1h,0
CU276,A1h,0
CU293,A1h,0
CU402,A1h,0
CU406,A1h,0
CU443,A1h,0
CU448,A1h,0
CU451,A1h,0
CU494,A1h,0
CU503,A1h,0
132,A1h,0
779,A1h,0
806,A1h,0
228,A1h,0
245,A1h,0
406,A1h,0
1210,A1h,0
1446,A1h,0
1468,A1h,0
1572,A1h,0
2164,A1h,0
HAV1_14,A1h,0
HAV1_13,A1h,0
HCV1_19,A1h,0
HCV1_21,A1h,0
HCV1_10,A1h,0
HCV1_42,A1h,0
HCV1_24,A1h,0
HCV1_26,A1h,0
HCV1_27,A1h,0
HCV1_35,A1h,0
HCV1_36,A1h,1
HCV1_33,A1h,0
KP_HGE01_045,A1h,0
KP_HGE01_024,A1h,0
KP_HGE01_025,A1h,0
KP_HGE01_042,A1h,0
KP_HGE01_017,A1h,0
KP_HGE01_039,A1h,0
KP_HGE01_044,A1h,0
KP_HGE01_040,A1h,0
KP_HGE01_029,A1h,0
KP_HGE01_014,A1h,0
KP_HGE01_003,A1h,0
KP_HGE01_004,A1h,0
KP_HGE01_005,A1h,0
HGUA4_08,A1h,0
KP_HGUA02_068,A1h,0
HGUA4_09,A1h,0
HGUA4_51,A1h,0
KP_HGUA02_064,A1h,0
KP_HGUA02_073,A1h,0
KP_HGUA03_124,A1h,0
KP_HGUA02_099,A1h,0
KP_HGUA02_066,A1h,0
KP_HGUA02_059,A1h,0
KP_HGUA02_074,A1h,1
KP_HGUA02_054,A1h,0
KP_HGUA02_051,A1h,0
KP_HGUA03_117,A1h,0
KP_HGUA02_055,A1h,0
KP_HGUA02_092,A1h,0
HGUA4_15,A1h,0
KP_HGUA03_108,A1h,0
KP_HGUA03_147,A1h,0
KP_HGUA02_071,A1h,0
KP_HGUA02_089,A1h,0
Kpcas027,A1h,0
Kpcas048,A1h,0
Kpcas083,A1h,0
Kpcas024,A1h,0
HGUC2_04,A1h,0
Kpcas054,A1h,0
HGUC2_09,A1h,0
HLF1_17,A1h,0
HLF1_40,A1h,0
HLF1_54,A1h,0
HLF1_68,A1h,0
102KP-HG,A1h,0
156KP-HG,A1h,1
159KP-HG,A1h,0
191KP-HG,A1h,0
201KP-HG,A1h,0
205KP-HG,A1h,0
218KP-HG,A1h,0
225KP-HG,A1h,0
234KP-HG,A1h,0
242KP-HG,A1h,0
255KP-HG,A1h,0
268KP-HG,A1h,0
48KP-HG,A1h,0
HGV2_297,A1h,0
33KP-HG,A1h,0
HGV2_332,A1h,1
34KP-HG,A1h,0
HGV2_341,A1h,1
HGV2_370,A1h,1
HGV2_371,A1h,0
HGV2_379,A1h,0
HGV2_398,A1h,0
HGV2_400,A1h,1
HGV2_418,A1h,0
HGV2_429,A1h,0
HGV2_430,A1h,0
HGV2_431,A1h,0
52KP-HG,A1h,0
62KP-HG,A1h,0
Moliner_03,A1h,0
Moliner_08,A1h,1
Moliner_02,A1h,1
NTUH,A1h,0
Kpcas111,A1h,0
HGV2C_01,A1h,0
HGV2C_10,A1h,0
HGV2C_11,A1h,0
HGV2C_13,A1h,0
HGV2C_14,A1h,0
HGV2C_16,A1h,0
HGV2C_17,A1h,0
HGV2C_18,A1h,0
HGV2C_02,A1h,1
HGV2C_19,A1h,0
HGV2C_20,A1h,0
HGV2C_23,A1h,0
HGV2C_28,A1h,0
HGV2C_03,A1h,0
HGV2C_33,A1h,0
HGV2C_34,A1h,0
HGV2C_36_contigs,A1h,0
HGV2C_37,A1h,0
HGV2C_39,A1h,0
HGV2C_06,A1h,0
HGV2C_08,A1h,0
CU371,A1h,0
42KP-HG,A1h,0
HGV2C_21,A1h,0
Kpcas091,A1i,0
Kpcas042,A1i,0
Kpcas039,A1i,0
CU276,A1i,0
CU293,A1i,0
CU402,A1i,0
CU406,A1i,0
CU443,A1i,0
CU448,A1i,0
CU451,A1i,0
CU494,A1i,0
CU503,A1i,0
132,A1i,0
779,A1i,0
806,A1i,0
228,A1i,0
245,A1i,0
406,A1i,0
1210,A1i,0
1446,A1i,0
1468,A1i,0
1572,A1i,0
2164,A1i,0
HAV1_14,A1i,0
HAV1_13,A1i,0
HCV1_19,A1i,0
HCV1_21,A1i,0
HCV1_10,A1i,0
HCV1_42,A1i,0
HCV1_24,A1i,0
HCV1_26,A1i,0
HCV1_27,A1i,0
HCV1_35,A1i,0
HCV1_36,A1i,0
HCV1_33,A1i,0
KP_HGE01_045,A1i,0
KP_HGE01_024,A1i,0
KP_HGE01_025,A1i,0
KP_HGE01_042,A1i,0
KP_HGE01_017,A1i,0
KP_HGE01_039,A1i,0
KP_HGE01_044,A1i,0
KP_HGE01_040,A1i,0
KP_HGE01_029,A1i,0
KP_HGE01_014,A1i,0
KP_HGE01_003,A1i,0
KP_HGE01_004,A1i,0
KP_HGE01_005,A1i,0
HGUA4_08,A1i,0
KP_HGUA02_068,A1i,0
HGUA4_09,A1i,0
HGUA4_51,A1i,0
KP_HGUA02_064,A1i,0
KP_HGUA02_073,A1i,0
KP_HGUA03_124,A1i,0
KP_HGUA02_099,A1i,0
KP_HGUA02_066,A1i,0
KP_HGUA02_059,A1i,1
KP_HGUA02_074,A1i,0
KP_HGUA02_054,A1i,0
KP_HGUA02_051,A1i,0
KP_HGUA03_117,A1i,0
KP_HGUA02_055,A1i,0
KP_HGUA02_092,A1i,0
HGUA4_15,A1i,0
KP_HGUA03_108,A1i,0
KP_HGUA03_147,A1i,0
KP_HGUA02_071,A1i,0
KP_HGUA02_089,A1i,0
Kpcas027,A1i,0
Kpcas048,A1i,0
Kpcas083,A1i,0
Kpcas024,A1i,0
HGUC2_04,A1i,0
Kpcas054,A1i,0
HGUC2_09,A1i,0
HLF1_17,A1i,0
HLF1_40,A1i,0
HLF1_54,A1i,0
HLF1_68,A1i,0
102KP-HG,A1i,0
156KP-HG,A1i,0
159KP-HG,A1i,0
191KP-HG,A1i,0
201KP-HG,A1i,0
205KP-HG,A1i,0
218KP-HG,A1i,0
225KP-HG,A1i,0
234KP-HG,A1i,0
242KP-HG,A1i,0
255KP-HG,A1i,0
268KP-HG,A1i,0
48KP-HG,A1i,0
HGV2_297,A1i,0
33KP-HG,A1i,0
HGV2_332,A1i,0
34KP-HG,A1i,0
HGV2_341,A1i,0
HGV2_370,A1i,0
HGV2_371,A1i,0
HGV2_379,A1i,0
HGV2_398,A1i,0
HGV2_400,A1i,0
HGV2_418,A1i,0
HGV2_429,A1i,0
HGV2_430,A1i,0
HGV2_431,A1i,0
52KP-HG,A1i,0
62KP-HG,A1i,0
Moliner_03,A1i,0
Moliner_08,A1i,0
Moliner_02,A1i,0
NTUH,A1i,0
Kpcas111,A1i,0
HGV2C_01,A1i,0
HGV2C_10,A1i,0
HGV2C_11,A1i,0
HGV2C_13,A1i,0
HGV2C_14,A1i,0
HGV2C_16,A1i,0
HGV2C_17,A1i,0
HGV2C_18,A1i,0
HGV2C_02,A1i,0
HGV2C_19,A1i,0
HGV2C_20,A1i,0
HGV2C_23,A1i,0
HGV2C_28,A1i,0
HGV2C_03,A1i,0
HGV2C_33,A1i,0
HGV2C_34,A1i,0
HGV2C_36_contigs,A1i,0
HGV2C_37,A1i,0
HGV2C_39,A1i,0
HGV2C_06,A1i,0
HGV2C_08,A1i,0
CU371,A1i,0
42KP-HG,A1i,0
HGV2C_21,A1i,0
Kpcas091,A1j,0
Kpcas042,A1j,0
Kpcas039,A1j,0
CU276,A1j,0
CU293,A1j,0
CU402,A1j,0
CU406,A1j,0
CU443,A1j,0
CU448,A1j,0
CU451,A1j,0
CU494,A1j,0
CU503,A1j,0
132,A1j,0
779,A1j,0
806,A1j,0
228,A1j,0
245,A1j,0
406,A1j,0
1210,A1j,0
1446,A1j,0
1468,A1j,0
1572,A1j,0
2164,A1j,0
HAV1_14,A1j,0
HAV1_13,A1j,0
HCV1_19,A1j,0
HCV1_21,A1j,0
HCV1_10,A1j,0
HCV1_42,A1j,0
HCV1_24,A1j,0
HCV1_26,A1j,0
HCV1_27,A1j,0
HCV1_35,A1j,0
HCV1_36,A1j,0
HCV1_33,A1j,0
KP_HGE01_045,A1j,0
KP_HGE01_024,A1j,0
KP_HGE01_025,A1j,0
KP_HGE01_042,A1j,0
KP_HGE01_017,A1j,0
KP_HGE01_039,A1j,0
KP_HGE01_044,A1j,0
KP_HGE01_040,A1j,0
KP_HGE01_029,A1j,0
KP_HGE01_014,A1j,0
KP_HGE01_003,A1j,0
KP_HGE01_004,A1j,0
KP_HGE01_005,A1j,0
HGUA4_08,A1j,0
KP_HGUA02_068,A1j,0
HGUA4_09,A1j,0
HGUA4_51,A1j,0
KP_HGUA02_064,A1j,0
KP_HGUA02_073,A1j,0
KP_HGUA03_124,A1j,0
KP_HGUA02_099,A1j,0
KP_HGUA02_066,A1j,0
KP_HGUA02_059,A1j,1
KP_HGUA02_074,A1j,0
KP_HGUA02_054,A1j,0
KP_HGUA02_051,A1j,0
KP_HGUA03_117,A1j,0
KP_HGUA02_055,A1j,0
KP_HGUA02_092,A1j,0
HGUA4_15,A1j,0
KP_HGUA03_108,A1j,0
KP_HGUA03_147,A1j,0
KP_HGUA02_071,A1j,0
KP_HGUA02_089,A1j,0
Kpcas027,A1j,0
Kpcas048,A1j,0
Kpcas083,A1j,0
Kpcas024,A1j,0
HGUC2_04,A1j,0
Kpcas054,A1j,0
HGUC2_09,A1j,0
HLF1_17,A1j,0
HLF1_40,A1j,0
HLF1_54,A1j,0
HLF1_68,A1j,0
102KP-HG,A1j,0
156KP-HG,A1j,0
159KP-HG,A1j,0
191KP-HG,A1j,0
201KP-HG,A1j,0
205KP-HG,A1j,0
218KP-HG,A1j,0
225KP-HG,A1j,0
234KP-HG,A1j,0
242KP-HG,A1j,0
255KP-HG,A1j,0
268KP-HG,A1j,0
48KP-HG,A1j,0
HGV2_297,A1j,0
33KP-HG,A1j,0
HGV2_332,A1j,0
34KP-HG,A1j,0
HGV2_341,A1j,0
HGV2_370,A1j,0
HGV2_371,A1j,0
HGV2_379,A1j,0
HGV2_398,A1j,0
HGV2_400,A1j,0
HGV2_418,A1j,0
HGV2_429,A1j,0
HGV2_430,A1j,0
HGV2_431,A1j,0
52KP-HG,A1j,0
62KP-HG,A1j,0
Moliner_03,A1j,0
Moliner_08,A1j,0
Moliner_02,A1j,0
NTUH,A1j,0
Kpcas111,A1j,0
HGV2C_01,A1j,0
HGV2C_10,A1j,0
HGV2C_11,A1j,0
HGV2C_13,A1j,0
HGV2C_14,A1j,0
HGV2C_16,A1j,0
HGV2C_17,A1j,0
HGV2C_18,A1j,0
HGV2C_02,A1j,0
HGV2C_19,A1j,0
HGV2C_20,A1j,0
HGV2C_23,A1j,0
HGV2C_28,A1j,0
HGV2C_03,A1j,0
HGV2C_33,A1j,0
HGV2C_34,A1j,0
HGV2C_36_contigs,A1j,0
HGV2C_37,A1j,0
HGV2C_39,A1j,0
HGV2C_06,A1j,0
HGV2C_08,A1j,0
CU371,A1j,0
42KP-HG,A1j,0
HGV2C_21,A1j,1
Kpcas091,A1k,0
Kpcas042,A1k,0
Kpcas039,A1k,0
CU276,A1k,0
CU293,A1k,0
CU402,A1k,0
CU406,A1k,0
CU443,A1k,0
CU448,A1k,0
CU451,A1k,0
CU494,A1k,0
CU503,A1k,0
132,A1k,0
779,A1k,0
806,A1k,0
228,A1k,0
245,A1k,0
406,A1k,0
1210,A1k,1
1446,A1k,0
1468,A1k,0
1572,A1k,0
2164,A1k,0
HAV1_14,A1k,0
HAV1_13,A1k,0
HCV1_19,A1k,0
HCV1_21,A1k,0
HCV1_10,A1k,0
HCV1_42,A1k,0
HCV1_24,A1k,0
HCV1_26,A1k,0
HCV1_27,A1k,0
HCV1_35,A1k,0
HCV1_36,A1k,0
HCV1_33,A1k,0
KP_HGE01_045,A1k,0
KP_HGE01_024,A1k,0
KP_HGE01_025,A1k,0
KP_HGE01_042,A1k,0
KP_HGE01_017,A1k,0
KP_HGE01_039,A1k,0
KP_HGE01_044,A1k,0
KP_HGE01_040,A1k,0
KP_HGE01_029,A1k,0
KP_HGE01_014,A1k,0
KP_HGE01_003,A1k,0
KP_HGE01_004,A1k,0
KP_HGE01_005,A1k,0
HGUA4_08,A1k,0
KP_HGUA02_068,A1k,0
HGUA4_09,A1k,0
HGUA4_51,A1k,0
KP_HGUA02_064,A1k,0
KP_HGUA02_073,A1k,0
KP_HGUA03_124,A1k,0
KP_HGUA02_099,A1k,0
KP_HGUA02_066,A1k,0
KP_HGUA02_059,A1k,0
KP_HGUA02_074,A1k,0
KP_HGUA02_054,A1k,0
KP_HGUA02_051,A1k,0
KP_HGUA03_117,A1k,0
KP_HGUA02_055,A1k,0
KP_HGUA02_092,A1k,0
HGUA4_15,A1k,0
KP_HGUA03_108,A1k,0
KP_HGUA03_147,A1k,0
KP_HGUA02_071,A1k,0
KP_HGUA02_089,A1k,0
Kpcas027,A1k,0
Kpcas048,A1k,0
Kpcas083,A1k,0
Kpcas024,A1k,0
HGUC2_04,A1k,0
Kpcas054,A1k,0
HGUC2_09,A1k,0
HLF1_17,A1k,0
HLF1_40,A1k,0
HLF1_54,A1k,0
HLF1_68,A1k,0
102KP-HG,A1k,0
156KP-HG,A1k,0
159KP-HG,A1k,0
191KP-HG,A1k,0
201KP-HG,A1k,0
205KP-HG,A1k,0
218KP-HG,A1k,0
225KP-HG,A1k,0
234KP-HG,A1k,0
242KP-HG,A1k,0
255KP-HG,A1k,1
268KP-HG,A1k,0
48KP-HG,A1k,0
HGV2_297,A1k,0
33KP-HG,A1k,0
HGV2_332,A1k,0
34KP-HG,A1k,0
HGV2_341,A1k,0
HGV2_370,A1k,0
HGV2_371,A1k,0
HGV2_379,A1k,0
HGV2_398,A1k,0
HGV2_400,A1k,0
HGV2_418,A1k,0
HGV2_429,A1k,0
HGV2_430,A1k,0
HGV2_431,A1k,0
52KP-HG,A1k,0
62KP-HG,A1k,0
Moliner_03,A1k,0
Moliner_08,A1k,0
Moliner_02,A1k,0
NTUH,A1k,0
Kpcas111,A1k,0
HGV2C_01,A1k,0
HGV2C_10,A1k,0
HGV2C_11,A1k,0
HGV2C_13,A1k,0
HGV2C_14,A1k,0
HGV2C_16,A1k,0
HGV2C_17,A1k,0
HGV2C_18,A1k,0
HGV2C_02,A1k,0
HGV2C_19,A1k,0
HGV2C_20,A1k,0
HGV2C_23,A1k,0
HGV2C_28,A1k,0
HGV2C_03,A1k,0
HGV2C_33,A1k,0
HGV2C_34,A1k,0
HGV2C_36_contigs,A1k,0
HGV2C_37,A1k,0
HGV2C_39,A1k,0
HGV2C_06,A1k,0
HGV2C_08,A1k,0
CU371,A1k,0
42KP-HG,A1k,0
HGV2C_21,A1k,0
Kpcas091,A1l,0
Kpcas042,A1l,0
Kpcas039,A1l,0
CU276,A1l,0
CU293,A1l,0
CU402,A1l,0
CU406,A1l,0
CU443,A1l,0
CU448,A1l,0
CU451,A1l,0
CU494,A1l,0
CU503,A1l,0
132,A1l,0
779,A1l,0
806,A1l,0
228,A1l,0
245,A1l,0
406,A1l,0
1210,A1l,1
1446,A1l,0
1468,A1l,0
1572,A1l,0
2164,A1l,0
HAV1_14,A1l,0
HAV1_13,A1l,0
HCV1_19,A1l,0
HCV1_21,A1l,0
HCV1_10,A1l,0
HCV1_42,A1l,0
HCV1_24,A1l,0
HCV1_26,A1l,0
HCV1_27,A1l,0
HCV1_35,A1l,0
HCV1_36,A1l,0
HCV1_33,A1l,0
KP_HGE01_045,A1l,0
KP_HGE01_024,A1l,0
KP_HGE01_025,A1l,0
KP_HGE01_042,A1l,0
KP_HGE01_017,A1l,0
KP_HGE01_039,A1l,0
KP_HGE01_044,A1l,0
KP_HGE01_040,A1l,0
KP_HGE01_029,A1l,0
KP_HGE01_014,A1l,0
KP_HGE01_003,A1l,0
KP_HGE01_004,A1l,0
KP_HGE01_005,A1l,0
HGUA4_08,A1l,0
KP_HGUA02_068,A1l,0
HGUA4_09,A1l,0
HGUA4_51,A1l,0
KP_HGUA02_064,A1l,0
KP_HGUA02_073,A1l,0
KP_HGUA03_124,A1l,0
KP_HGUA02_099,A1l,0
KP_HGUA02_066,A1l,0
KP_HGUA02_059,A1l,0
KP_HGUA02_074,A1l,0
KP_HGUA02_054,A1l,0
KP_HGUA02_051,A1l,0
KP_HGUA03_117,A1l,0
KP_HGUA02_055,A1l,0
KP_HGUA02_092,A1l,0
HGUA4_15,A1l,0
KP_HGUA03_108,A1l,0
KP_HGUA03_147,A1l,0
KP_HGUA02_071,A1l,0
KP_HGUA02_089,A1l,0
Kpcas027,A1l,0
Kpcas048,A1l,0
Kpcas083,A1l,0
Kpcas024,A1l,0
HGUC2_04,A1l,0
Kpcas054,A1l,0
HGUC2_09,A1l,0
HLF1_17,A1l,0
HLF1_40,A1l,0
HLF1_54,A1l,0
HLF1_68,A1l,0
102KP-HG,A1l,0
156KP-HG,A1l,0
159KP-HG,A1l,0
191KP-HG,A1l,0
201KP-HG,A1l,0
205KP-HG,A1l,0
218KP-HG,A1l,0
225KP-HG,A1l,0
234KP-HG,A1l,0
242KP-HG,A1l,0
255KP-HG,A1l,1
268KP-HG,A1l,0
48KP-HG,A1l,0
HGV2_297,A1l,0
33KP-HG,A1l,0
HGV2_332,A1l,0
34KP-HG,A1l,0
HGV2_341,A1l,0
HGV2_370,A1l,0
HGV2_371,A1l,0
HGV2_379,A1l,0
HGV2_398,A1l,0
HGV2_400,A1l,0
HGV2_418,A1l,0
HGV2_429,A1l,0
HGV2_430,A1l,0
HGV2_431,A1l,0
52KP-HG,A1l,0
62KP-HG,A1l,0
Moliner_03,A1l,0
Moliner_08,A1l,0
Moliner_02,A1l,0
NTUH,A1l,0
Kpcas111,A1l,0
HGV2C_01,A1l,0
HGV2C_10,A1l,0
HGV2C_11,A1l,0
HGV2C_13,A1l,0
HGV2C_14,A1l,0
HGV2C_16,A1l,0
HGV2C_17,A1l,0
HGV2C_18,A1l,0
HGV2C_02,A1l,0
HGV2C_19,A1l,0
HGV2C_20,A1l,0
HGV2C_23,A1l,0
HGV2C_28,A1l,0
HGV2C_03,A1l,0
HGV2C_33,A1l,0
HGV2C_34,A1l,0
HGV2C_36_contigs,A1l,0
HGV2C_37,A1l,0
HGV2C_39,A1l,0
HGV2C_06,A1l,0
HGV2C_08,A1l,0
CU371,A1l,0
42KP-HG,A1l,0
HGV2C_21,A1l,0
Kpcas091,A1m,0
Kpcas042,A1m,0
Kpcas039,A1m,0
CU276,A1m,0
CU293,A1m,0
CU402,A1m,0
CU406,A1m,0
CU443,A1m,0
CU448,A1m,0
CU451,A1m,0
CU494,A1m,0
CU503,A1m,0
132,A1m,0
779,A1m,0
806,A1m,0
228,A1m,0
245,A1m,0
406,A1m,0
1210,A1m,1
1446,A1m,0
1468,A1m,0
1572,A1m,0
2164,A1m,0
HAV1_14,A1m,0
HAV1_13,A1m,0
HCV1_19,A1m,0
HCV1_21,A1m,0
HCV1_10,A1m,0
HCV1_42,A1m,0
HCV1_24,A1m,0
HCV1_26,A1m,0
HCV1_27,A1m,0
HCV1_35,A1m,0
HCV1_36,A1m,0
HCV1_33,A1m,0
KP_HGE01_045,A1m,0
KP_HGE01_024,A1m,0
KP_HGE01_025,A1m,0
KP_HGE01_042,A1m,0
KP_HGE01_017,A1m,0
KP_HGE01_039,A1m,0
KP_HGE01_044,A1m,0
KP_HGE01_040,A1m,0
KP_HGE01_029,A1m,0
KP_HGE01_014,A1m,0
KP_HGE01_003,A1m,0
KP_HGE01_004,A1m,0
KP_HGE01_005,A1m,0
HGUA4_08,A1m,0
KP_HGUA02_068,A1m,0
HGUA4_09,A1m,0
HGUA4_51,A1m,0
KP_HGUA02_064,A1m,0
KP_HGUA02_073,A1m,0
KP_HGUA03_124,A1m,0
KP_HGUA02_099,A1m,0
KP_HGUA02_066,A1m,0
KP_HGUA02_059,A1m,0
KP_HGUA02_074,A1m,0
KP_HGUA02_054,A1m,0
KP_HGUA02_051,A1m,0
KP_HGUA03_117,A1m,0
KP_HGUA02_055,A1m,0
KP_HGUA02_092,A1m,0
HGUA4_15,A1m,0
KP_HGUA03_108,A1m,0
KP_HGUA03_147,A1m,0
KP_HGUA02_071,A1m,0
KP_HGUA02_089,A1m,0
Kpcas027,A1m,0
Kpcas048,A1m,0
Kpcas083,A1m,0
Kpcas024,A1m,0
HGUC2_04,A1m,0
Kpcas054,A1m,0
HGUC2_09,A1m,0
HLF1_17,A1m,0
HLF1_40,A1m,0
HLF1_54,A1m,0
HLF1_68,A1m,0
102KP-HG,A1m,0
156KP-HG,A1m,0
159KP-HG,A1m,0
191KP-HG,A1m,0
201KP-HG,A1m,0
205KP-HG,A1m,0
218KP-HG,A1m,0
225KP-HG,A1m,0
234KP-HG,A1m,0
242KP-HG,A1m,0
255KP-HG,A1m,1
268KP-HG,A1m,0
48KP-HG,A1m,0
HGV2_297,A1m,0
33KP-HG,A1m,0
HGV2_332,A1m,0
34KP-HG,A1m,0
HGV2_341,A1m,0
HGV2_370,A1m,0
HGV2_371,A1m,0
HGV2_379,A1m,0
HGV2_398,A1m,0
HGV2_400,A1m,0
HGV2_418,A1m,0
HGV2_429,A1m,0
HGV2_430,A1m,0
HGV2_431,A1m,0
52KP-HG,A1m,0
62KP-HG,A1m,0
Moliner_03,A1m,0
Moliner_08,A1m,0
Moliner_02,A1m,0
NTUH,A1m,0
Kpcas111,A1m,0
HGV2C_01,A1m,0
HGV2C_10,A1m,0
HGV2C_11,A1m,0
HGV2C_13,A1m,0
HGV2C_14,A1m,0
HGV2C_16,A1m,0
HGV2C_17,A1m,0
HGV2C_18,A1m,0
HGV2C_02,A1m,0
HGV2C_19,A1m,0
HGV2C_20,A1m,0
HGV2C_23,A1m,0
HGV2C_28,A1m,0
HGV2C_03,A1m,0
HGV2C_33,A1m,0
HGV2C_34,A1m,0
HGV2C_36_contigs,A1m,0
HGV2C_37,A1m,0
HGV2C_39,A1m,0
HGV2C_06,A1m,0
HGV2C_08,A1m,0
CU371,A1m,0
42KP-HG,A1m,0
HGV2C_21,A1m,0
Kpcas091,A1n,0
Kpcas042,A1n,0
Kpcas039,A1n,0
CU276,A1n,0
CU293,A1n,0
CU402,A1n,0
CU406,A1n,0
CU443,A1n,0
CU448,A1n,0
CU451,A1n,0
CU494,A1n,0
CU503,A1n,0
132,A1n,0
779,A1n,0
806,A1n,0
228,A1n,0
245,A1n,0
406,A1n,0
1210,A1n,1
1446,A1n,0
1468,A1n,0
1572,A1n,0
2164,A1n,0
HAV1_14,A1n,0
HAV1_13,A1n,0
HCV1_19,A1n,0
HCV1_21,A1n,0
HCV1_10,A1n,0
HCV1_42,A1n,0
HCV1_24,A1n,0
HCV1_26,A1n,0
HCV1_27,A1n,0
HCV1_35,A1n,0
HCV1_36,A1n,0
HCV1_33,A1n,0
KP_HGE01_045,A1n,0
KP_HGE01_024,A1n,0
KP_HGE01_025,A1n,0
KP_HGE01_042,A1n,0
KP_HGE01_017,A1n,0
KP_HGE01_039,A1n,0
KP_HGE01_044,A1n,0
KP_HGE01_040,A1n,0
KP_HGE01_029,A1n,0
KP_HGE01_014,A1n,0
KP_HGE01_003,A1n,0
KP_HGE01_004,A1n,0
KP_HGE01_005,A1n,0
HGUA4_08,A1n,0
KP_HGUA02_068,A1n,0
HGUA4_09,A1n,0
HGUA4_51,A1n,0
KP_HGUA02_064,A1n,0
KP_HGUA02_073,A1n,0
KP_HGUA03_124,A1n,0
KP_HGUA02_099,A1n,0
KP_HGUA02_066,A1n,0
KP_HGUA02_059,A1n,0
KP_HGUA02_074,A1n,0
KP_HGUA02_054,A1n,0
KP_HGUA02_051,A1n,0
KP_HGUA03_117,A1n,0
KP_HGUA02_055,A1n,0
KP_HGUA02_092,A1n,0
HGUA4_15,A1n,0
KP_HGUA03_108,A1n,0
KP_HGUA03_147,A1n,0
KP_HGUA02_071,A1n,0
KP_HGUA02_089,A1n,0
Kpcas027,A1n,0
Kpcas048,A1n,0
Kpcas083,A1n,0
Kpcas024,A1n,0
HGUC2_04,A1n,0
Kpcas054,A1n,0
HGUC2_09,A1n,0
HLF1_17,A1n,0
HLF1_40,A1n,0
HLF1_54,A1n,0
HLF1_68,A1n,0
102KP-HG,A1n,0
156KP-HG,A1n,0
159KP-HG,A1n,0
191KP-HG,A1n,0
201KP-HG,A1n,0
205KP-HG,A1n,0
218KP-HG,A1n,0
225KP-HG,A1n,0
234KP-HG,A1n,0
242KP-HG,A1n,0
255KP-HG,A1n,1
268KP-HG,A1n,0
48KP-HG,A1n,0
HGV2_297,A1n,0
33KP-HG,A1n,0
HGV2_332,A1n,0
34KP-HG,A1n,0
HGV2_341,A1n,0
HGV2_370,A1n,0
HGV2_371,A1n,0
HGV2_379,A1n,0
HGV2_398,A1n,0
HGV2_400,A1n,0
HGV2_418,A1n,0
HGV2_429,A1n,0
HGV2_430,A1n,0
HGV2_431,A1n,0
52KP-HG,A1n,0
62KP-HG,A1n,0
Moliner_03,A1n,0
Moliner_08,A1n,0
Moliner_02,A1n,0
NTUH,A1n,0
Kpcas111,A1n,0
HGV2C_01,A1n,0
HGV2C_10,A1n,0
HGV2C_11,A1n,0
HGV2C_13,A1n,0
HGV2C_14,A1n,0
HGV2C_16,A1n,0
HGV2C_17,A1n,0
HGV2C_18,A1n,0
HGV2C_02,A1n,0
HGV2C_19,A1n,0
HGV2C_20,A1n,0
HGV2C_23,A1n,0
HGV2C_28,A1n,0
HGV2C_03,A1n,0
HGV2C_33,A1n,0
HGV2C_34,A1n,0
HGV2C_36_contigs,A1n,0
HGV2C_37,A1n,0
HGV2C_39,A1n,0
HGV2C_06,A1n,0
HGV2C_08,A1n,0
CU371,A1n,0
42KP-HG,A1n,0
HGV2C_21,A1n,0
Kpcas091,A1o,0
Kpcas042,A1o,0
Kpcas039,A1o,0
CU276,A1o,0
CU293,A1o,0
CU402,A1o,0
CU406,A1o,0
CU443,A1o,0
CU448,A1o,0
CU451,A1o,0
CU494,A1o,0
CU503,A1o,0
132,A1o,0
